file_path,model,finish_reason,completion_tokens,prompt_tokens,total_tokens
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Jsoup/scenario_output/parse/scenario_2.json,o4-mini,stop,2163,9388,11551
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Jsoup/scenario_output/parse/parse_1.json,,,0,0,0
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Jsoup/scenario_output/parse/parse_2.json,,,0,0,0
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Jsoup/scenario_output/parse/scenario_0.json,o4-mini,stop,2160,7755,9915
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Jsoup/scenario_output/parse/scenario_1.json,o4-mini,stop,2879,7744,10623
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Jsoup/test_output/parse/test_1.json,o4-mini,stop,2092,8380,10472
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Jsoup/test_output/parse/test_0.json,o4-mini,stop,1401,7703,9104
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Jsoup/test_output/parse/test_2.json,o4-mini,stop,1298,6982,8280
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/scenario_output/sourceRange/scenario_2.json,o4-mini,stop,815,5395,6210
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/scenario_output/sourceRange/sourceRange_2.json,,,0,0,0
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/scenario_output/sourceRange/sourceRange_1.json,,,0,0,0
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/scenario_output/sourceRange/sourceRange_0.json,,,0,0,0
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/scenario_output/sourceRange/scenario_0.json,o4-mini,stop,932,5772,6704
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/scenario_output/sourceRange/scenario_1.json,o4-mini,stop,510,5029,5539
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/guide_0.json,gpt-4o-mini,stop,125,2348,2473
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/test_1.json,o4-mini,stop,608,4135,4743
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/test_0.json,o4-mini,stop,978,4308,5286
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/guide_1.json,gpt-4o-mini,stop,224,2385,2609
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/fix_2_1.json,gpt-4o-mini,stop,375,1575,1950
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/test_2.json,o4-mini,stop,828,4123,4951
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/fix_2_2.json,gpt-4o-mini,stop,328,1720,2048
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/guide_2.json,gpt-4o-mini,stop,299,2455,2754
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/fix_1_0.json,gpt-4o-mini,stop,456,1448,1904
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/fix_1_1.json,gpt-4o-mini,stop,365,1328,1693
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/fix_2_0.json,gpt-4o-mini,stop,456,1439,1895
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Attribute/test_output/sourceRange/fix_1_2.json,gpt-4o-mini,stop,324,1714,2038
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Parser/scenario_output/setTrackPosition/scenario_2.json,o4-mini,stop,978,5193,6171
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Parser/scenario_output/setTrackPosition/setTrackPosition_0.json,,,0,0,0
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Parser/scenario_output/setTrackPosition/setTrackPosition_1.json,,,0,0,0
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Parser/scenario_output/setTrackPosition/setTrackPosition_2.json,,,0,0,0
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Parser/scenario_output/setTrackPosition/scenario_0.json,o4-mini,stop,542,5469,6011
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Parser/scenario_output/setTrackPosition/scenario_1.json,o4-mini,stop,1156,4709,5865
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Parser/test_output/setTrackPosition/test_1.json,o4-mini,stop,668,4035,4703
./jsoup-jsoup/2204b/MANTIS-tests-01/jsoup-jsoup/Parser/test_output/setTrackPosition/test_0.json,o4-mini,stop,650,3972,4622
