file_path,model,finish_reason,completion_tokens,prompt_tokens,total_tokens,input_cost,output_cost,total_cost,model_key
./dotenv-java/77b/MANTIS-tests-01/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-01/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,3176,4419,7595,0.0048609000000000005,0.013974400000000001,0.018835300000000003,o4-mini
./dotenv-java/77b/MANTIS-tests-01/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,2108,4812,6920,0.0052932000000000005,0.0092752,0.014568400000000002,o4-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/scenario_output/load/load_2.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/scenario_output/load/scenario_2.json,o4-mini,stop,1441,5324,6765,0.0058564,0.0063404,0.0121968,o4-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/scenario_output/load/load_1.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,1623,4419,6042,0.0048609000000000005,0.0071412,0.012002100000000002,o4-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/scenario_output/load/scenario_1.json,o4-mini,stop,1591,4318,5909,0.0047498,0.0070004,0.0117502,o4-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/guide_0.json,gpt-4o-mini,stop,120,3013,3133,0.00045194999999999995,7.2e-05,0.0005239499999999999,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/test_1.json,o4-mini,stop,1686,3591,5277,0.0039501,0.0074184,0.0113685,o4-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,1854,3646,5500,0.0040106000000000004,0.008157600000000001,0.0121682,o4-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/guide_1.json,gpt-4o-mini,stop,233,3151,3384,0.00047264999999999997,0.00013979999999999998,0.00061245,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/fix_2_1.json,gpt-4o-mini,stop,1101,2357,3458,0.00035355,0.0006606,0.0010141500000000001,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/test_2.json,o4-mini,stop,1187,3289,4476,0.0036179000000000003,0.0052228000000000005,0.0088407,o4-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/fix_2_2.json,gpt-4o-mini,stop,1093,2223,3316,0.00033345,0.0006558,0.0009892500000000001,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/guide_2.json,gpt-4o-mini,stop,250,3000,3250,0.00045,0.00015,0.0006,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/fix_1_0.json,gpt-4o-mini,stop,1209,2106,3315,0.0003159,0.0007254,0.0010413,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/fix_1_1.json,gpt-4o-mini,stop,1122,2281,3403,0.00034215,0.0006732,0.00101535,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/fix_2_0.json,gpt-4o-mini,stop,1204,2106,3310,0.0003159,0.0007224,0.0010383,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-09/dotenv-java/DotenvBuilder/test_output/load/fix_1_2.json,gpt-4o-mini,stop,1106,2256,3362,0.0003384,0.0006636,0.0010019999999999999,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-02/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-02/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,1923,4419,6342,0.0048609000000000005,0.0084612,0.0133221,o4-mini
./dotenv-java/77b/MANTIS-tests-02/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,1353,3878,5231,0.0042658,0.0059532000000000005,0.010219,o4-mini
./dotenv-java/77b/MANTIS-tests-08/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-08/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,2056,4419,6475,0.0048609000000000005,0.009046400000000001,0.013907300000000001,o4-mini
./dotenv-java/77b/MANTIS-tests-08/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,1189,3781,4970,0.004159100000000001,0.0052316,0.009390700000000002,o4-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/scenario_output/load/load_2.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/scenario_output/load/scenario_2.json,o4-mini,stop,2069,5188,7257,0.005706800000000001,0.0091036,0.014810400000000001,o4-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/scenario_output/load/load_1.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,2063,4419,6482,0.0048609000000000005,0.0090772,0.013938100000000002,o4-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/scenario_output/load/scenario_1.json,o4-mini,stop,2177,4387,6564,0.0048257000000000005,0.0095788,0.0144045,o4-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/guide_0.json,gpt-4o-mini,stop,147,2996,3143,0.0004494,8.82e-05,0.0005376,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/test_1.json,o4-mini,stop,1252,3385,4637,0.0037235000000000002,0.0055088,0.0092323,o4-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,1795,3946,5741,0.0043406,0.007898,0.0122386,o4-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/guide_1.json,gpt-4o-mini,stop,784,3579,4363,0.00053685,0.0004704,0.00100725,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/fix_2_1.json,gpt-4o-mini,stop,867,3336,4203,0.0005004,0.0005202,0.0010206,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/test_2.json,o4-mini,stop,1885,3213,5098,0.0035343,0.008294000000000001,0.011828300000000002,o4-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/fix_1_0.json,gpt-4o-mini,stop,1223,2381,3604,0.00035715,0.0007338,0.0010909499999999998,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/fix_1_1.json,gpt-4o-mini,stop,913,3209,4122,0.00048134999999999996,0.0005478,0.00102915,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-05/dotenv-java/DotenvBuilder/test_output/load/fix_2_0.json,gpt-4o-mini,stop,1246,2116,3362,0.00031739999999999996,0.0007476,0.001065,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-03/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-03/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,2004,4419,6423,0.0048609000000000005,0.0088176,0.0136785,o4-mini
./dotenv-java/77b/MANTIS-tests-03/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,1601,3603,5204,0.0039633,0.0070444,0.0110077,o4-mini
./dotenv-java/77b/MANTIS-tests-06/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-06/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,2765,4419,7184,0.0048609000000000005,0.012166000000000001,0.0170269,o4-mini
./dotenv-java/77b/MANTIS-tests-06/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,1895,4455,6350,0.0049005,0.008338,0.0132385,o4-mini
./dotenv-java/77b/MANTIS-tests-10/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-10/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,4087,4419,8506,0.0048609000000000005,0.0179828,0.0228437,o4-mini
./dotenv-java/77b/MANTIS-tests-10/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,2404,5070,7474,0.005577,0.010577600000000001,0.0161546,o4-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/scenario_output/load/load_0.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/scenario_output/load/load_2.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/scenario_output/load/scenario_2.json,o4-mini,stop,1264,5697,6961,0.0062667,0.0055616,0.0118283,o4-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/scenario_output/load/load_1.json,,,0,0,0,0.0,0.0,0.0,unknown
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/scenario_output/load/scenario_0.json,o4-mini,stop,2030,4419,6449,0.0048609000000000005,0.008932,0.0137929,o4-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/scenario_output/load/scenario_1.json,o4-mini,stop,1634,4633,6267,0.005096300000000001,0.0071896,0.0122859,o4-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/guide_0.json,gpt-4o-mini,stop,1205,4892,6097,0.0007338,0.000723,0.0014567999999999998,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/test_1.json,o4-mini,stop,1585,3548,5133,0.0039028,0.006974,0.0108768,o4-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/test_0.json,o4-mini,stop,1815,3882,5697,0.0042702,0.007986,0.0122562,o4-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/guide_1.json,gpt-4o-mini,stop,117,2997,3114,0.00044955,7.02e-05,0.00051975,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/fix_2_1.json,gpt-4o-mini,stop,1174,2087,3261,0.00031305,0.0007044,0.00101745,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/test_2.json,o4-mini,stop,1762,3307,5069,0.0036377000000000002,0.007752800000000001,0.011390500000000001,o4-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/fix_2_2.json,gpt-4o-mini,stop,914,2859,3773,0.00042885,0.0005484,0.00097725,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/guide_2.json,gpt-4o-mini,stop,286,3600,3886,0.00054,0.0001716,0.0007116,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/fix_1_0.json,gpt-4o-mini,stop,1484,4248,5732,0.0006372,0.0008904,0.0015276,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/fix_1_1.json,gpt-4o-mini,stop,1168,2266,3434,0.00033989999999999997,0.0007008,0.0010406999999999999,gpt-4o-mini
./dotenv-java/77b/MANTIS-tests-07/dotenv-java/DotenvBuilder/test_output/load/fix_2_0.json,gpt-4o-mini,stop,1487,5070,6557,0.0007605,0.0008922,0.0016527,gpt-4o-mini
